"TIPO_INDICE";"CO_ANO";"CO_MES";"CO_COMMODITIES";"INDICE";"TIPO";"TIPO_MOEDA";"NO_COMMODITIES";"NO_TIPO_CLASSIFICACAO";"NO_CLASSIFICACAO_MIN"
"PRECO";"2014";"7";"COMMODITIES_CO_GRUPO_3";"154,89804343098137";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"7";"COMMODITIES_CO_GRUPO_1";"180,78501638360916";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"7";"COMMODITIES_TOTAL_1";"169,83788147707375";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_4";"187,63824735059907";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_2";"117,04431442650251";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_3";"155,87847531446079";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_1";"163,52349442874552";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"7";"COMMODITIES_TOTAL_1";"165,95087264206634";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"7";"COMMODITIES_CO_GRUPO_4";"181,87198501440670";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"7";"COMMODITIES_CO_GRUPO_2";"148,05839097013259";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"7";"COMMODITIES_CO_GRUPO_3";"157,09868501904089";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"7";"COMMODITIES_CO_GRUPO_1";"181,11495949292018";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"7";"COMMODITIES_TOTAL_1";"171,59913225087791";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_4";"169,84173502899651";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_2";"118,77045853174354";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_3";"147,85545476939922";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_1";"163,19596237689666";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"7";"COMMODITIES_TOTAL_1";"157,05136057636656";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"7";"COMMODITIES_CO_GRUPO_4";"169,37615852368955";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"7";"COMMODITIES_CO_GRUPO_2";"120,43641609654350";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"7";"COMMODITIES_CO_GRUPO_3";"135,18848312290527";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"7";"COMMODITIES_CO_GRUPO_1";"179,38665111153057";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"7";"COMMODITIES_TOTAL_1";"162,63630504456924";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_4";"202,48280330022604";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_2";"105,33203988471571";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_3";"193,41252203724716";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"7";"COMMODITIES_CO_GRUPO_1";"156,16845030362967";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"7";"COMMODITIES_TOTAL_1";"190,02274965569339";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_4";"172,54177888866147";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_2";"145,43487022720342";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_3";"165,50724278643114";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_1";"180,75299259597449";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"6";"COMMODITIES_TOTAL_1";"171,85012728078132";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_4";"142,92107264171256";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_2";"108,28102431332380";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_3";"129,02342598844541";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_1";"161,10558582649571";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"6";"COMMODITIES_TOTAL_1";"144,05889002726289";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_4";"178,82263817254932";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_2";"147,41101342593345";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_3";"172,92538186700415";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_1";"181,47803794474873";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"6";"COMMODITIES_TOTAL_1";"175,25083968468519";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_4";"121,53354362029884";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_2";"111,78731027013559";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_3";"131,52000093746804";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_1";"164,03149208883022";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"6";"COMMODITIES_TOTAL_1";"143,77939444717268";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_4";"167,00216358454335";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_2";"120,47063436627468";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_3";"134,95097415131204";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"6";"COMMODITIES_CO_GRUPO_1";"179,90222326841723";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"6";"COMMODITIES_TOTAL_1";"161,31639869513592";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_4";"160,94110828914546";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_2";"79,83330270696099";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_3";"131,44986886405746";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"6";"COMMODITIES_CO_GRUPO_1";"121,92527356671231";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"6";"COMMODITIES_TOTAL_1";"146,00094535826707";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_4";"177,19576147071407";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_2";"145,21231727714610";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_3";"170,64608786280792";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_1";"177,84985939751502";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"5";"COMMODITIES_TOTAL_1";"172,88665510093162";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_4";"132,77674116939585";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_2";"114,05935111045463";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_3";"154,32710619571509";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_1";"166,75936382206723";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"5";"COMMODITIES_TOTAL_1";"149,77445085334492";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_4";"180,81952475383170";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_2";"146,93894901927814";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_3";"181,54549090934771";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_1";"178,34714206197185";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"5";"COMMODITIES_TOTAL_1";"175,72331809173963";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_4";"102,03875916969221";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_2";"115,58835017233353";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_3";"140,98980939372800";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_1";"167,09124691382002";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"5";"COMMODITIES_TOTAL_1";"144,48157689945785";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_4";"171,04564848778648";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_2";"123,53960164288691";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_3";"132,11017002851358";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"5";"COMMODITIES_CO_GRUPO_1";"177,55827079445621";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"5";"COMMODITIES_TOTAL_1";"162,15696765403595";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_4";"158,89266501386180";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_2";"105,16647139597390";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_3";"211,02512551065203";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"5";"COMMODITIES_CO_GRUPO_1";"152,88145578648596";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"5";"COMMODITIES_TOTAL_1";"166,10260653924843";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_4";"178,31814597991536";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_2";"144,80562352902450";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_3";"170,55948597685727";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_1";"172,65415623897840";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"4";"COMMODITIES_TOTAL_1";"171,36350388476009";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_4";"121,35381663531368";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_2";"98,98600544574724";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_3";"121,33581081476312";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_1";"173,90728795338666";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"4";"COMMODITIES_TOTAL_1";"139,39592185048821";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_4";"181,65378652409879";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_2";"146,80665858095310";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_3";"181,75744964189261";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_1";"172,57142467131388";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"4";"COMMODITIES_TOTAL_1";"172,95164301156672";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_4";"84,96724682248936";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_2";"98,28145872906528";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_3";"118,16736036358724";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_1";"175,20308040454989";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"4";"COMMODITIES_TOTAL_1";"137,40321531752159";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_4";"170,58016805093951";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_2";"123,02469350426475";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_3";"131,15738638514310";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"4";"COMMODITIES_CO_GRUPO_1";"173,90161148616824";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"4";"COMMODITIES_TOTAL_1";"161,91258571222039";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_4";"152,65747570827023";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_2";"110,34734932351986";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_3";"141,37745299631996";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"4";"COMMODITIES_CO_GRUPO_1";"155,62865539649792";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"4";"COMMODITIES_TOTAL_1";"148,22302546165670";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_4";"177,89306963763042";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_2";"145,50600130804349";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_3";"181,24745031152418";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_1";"171,24073904399958";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"3";"COMMODITIES_TOTAL_1";"173,02502395318214";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_4";"93,86175415372965";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_2";"89,17640499083012";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_3";"117,32642539396767";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_1";"145,65339870752700";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"3";"COMMODITIES_TOTAL_1";"118,73079724378658";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_4";"181,43695451010956";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_2";"148,12798404561346";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_3";"197,35196208366540";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_1";"170,95123218248932";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"3";"COMMODITIES_TOTAL_1";"175,80401101113654";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_4";"72,38538469154692";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_2";"87,53128299059968";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_3";"115,28226620677874";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_1";"144,42470575462340";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"3";"COMMODITIES_TOTAL_1";"118,95560838446401";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_4";"172,00214447242001";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_2";"127,25489954817107";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_3";"130,85266537700403";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"3";"COMMODITIES_CO_GRUPO_1";"177,27465142768429";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"3";"COMMODITIES_TOTAL_1";"162,84126338487022";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_4";"111,85661943614701";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_2";"102,75708237317649";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_3";"133,42513588705853";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"3";"COMMODITIES_CO_GRUPO_1";"149,76621366365589";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"3";"COMMODITIES_TOTAL_1";"120,03775888088902";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"2";"COMMODITIES_CO_GRUPO_4";"178,38557135759586";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"2";"COMMODITIES_CO_GRUPO_2";"145,36660321640929";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"2";"COMMODITIES_CO_GRUPO_3";"186,18614548459249";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"2";"COMMODITIES_CO_GRUPO_1";"168,91880138680085";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2014";"2";"COMMODITIES_TOTAL_1";"173,86715388393435";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2014";"2";"COMMODITIES_CO_GRUPO_4";"124,33446386372134";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2014";"2";"COMMODITIES_CO_GRUPO_2";"95,10170322491955";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2014";"2";"COMMODITIES_CO_GRUPO_3";"103,46957741063436";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2014";"2";"COMMODITIES_CO_GRUPO_1";"112,33936525135380";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2014";"2";"COMMODITIES_TOTAL_1";"112,73724500936859";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2014";"2";"COMMODITIES_CO_GRUPO_4";"169,71138344877238";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2014";"2";"COMMODITIES_CO_GRUPO_2";"146,94018013066176";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2014";"2";"COMMODITIES_CO_GRUPO_3";"202,12622944965207";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2014";"2";"COMMODITIES_CO_GRUPO_1";"168,07559328935321";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
