"TIPO_INDICE";"CO_ANO";"CO_MES";"CO_COMMODITIES";"INDICE";"TIPO";"TIPO_MOEDA";"NO_COMMODITIES";"NO_TIPO_CLASSIFICACAO";"NO_CLASSIFICACAO_MIN"
"QUANTUM";"2019";"11";"COMMODITIES_CO_GRUPO_2";"66,47817197306742";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"11";"COMMODITIES_CO_GRUPO_3";"199,47124885723326";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"11";"COMMODITIES_CO_GRUPO_1";"150,12598943363699";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"11";"COMMODITIES_TOTAL_1";"172,72952991353844";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_4";"103,58076698230825";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_2";"107,73995434523344";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_3";"143,14240703697411";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_1";"135,77343971043587";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"10";"COMMODITIES_TOTAL_1";"124,90976737976671";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_4";"190,27644410937083";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_2";"192,97039175893980";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_3";"175,50466042807045";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_1";"181,84090551188626";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"10";"COMMODITIES_TOTAL_1";"183,99703321057223";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_4";"112,53810805656212";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_2";"109,46075693567991";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_3";"149,31565451385745";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_1";"134,67824072514685";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"10";"COMMODITIES_TOTAL_1";"131,89562332081141";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_4";"246,51982236703955";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_2";"201,93945621693885";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_3";"162,63923191614603";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_1";"184,12924919406950";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"10";"COMMODITIES_TOTAL_1";"188,88606506007625";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_4";"100,97144246973437";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_2";"98,27144749912546";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_3";"117,24105236763025";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"10";"COMMODITIES_CO_GRUPO_1";"150,40099390399371";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"10";"COMMODITIES_TOTAL_1";"111,45040378096294";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_4";"139,62591154884990";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_2";"82,26900713412381";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_3";"230,83430758228175";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"10";"COMMODITIES_CO_GRUPO_1";"152,53570685973955";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"10";"COMMODITIES_TOTAL_1";"163,08330177840242";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_4";"102,87358714357460";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_2";"110,68373368509951";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_3";"149,08392174700671";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_1";"134,86911478781454";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"9";"COMMODITIES_TOTAL_1";"125,82358764004979";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_4";"187,10212225594242";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_2";"166,22576462637090";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_3";"156,85360819357251";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_1";"170,68882003946567";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"9";"COMMODITIES_TOTAL_1";"171,65182004707324";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_4";"110,62467100775488";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_2";"112,43897064731365";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_3";"156,06908119317501";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_1";"133,70097617241953";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"9";"COMMODITIES_TOTAL_1";"132,67722083694903";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_4";"244,33072777976085";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_2";"174,51176709975357";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_3";"146,72049303528573";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_1";"173,81341591695215";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"9";"COMMODITIES_TOTAL_1";"176,69755286538447";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_4";"99,53663585576928";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_2";"101,56146817300488";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_3";"120,34476857370558";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"9";"COMMODITIES_CO_GRUPO_1";"150,99222964374025";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"9";"COMMODITIES_TOTAL_1";"111,57432825054015";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_4";"138,83539264794035";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_2";"67,46793759575218";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_3";"202,35418577155065";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"9";"COMMODITIES_CO_GRUPO_1";"134,95826934502770";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"9";"COMMODITIES_TOTAL_1";"152,29275627254455";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_4";"106,37656042010452";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_2";"114,50508770379675";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_3";"168,35203881112096";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_1";"135,30717471678395";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"8";"COMMODITIES_TOTAL_1";"132,18246525741901";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_4";"170,01735259869778";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_2";"133,96439633186563";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_3";"164,83077695908324";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_1";"176,82450589500814";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"8";"COMMODITIES_TOTAL_1";"169,33764857247013";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_4";"116,40721712109985";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_2";"116,42096463845051";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_3";"184,85609466472854";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_1";"133,90337006986047";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"8";"COMMODITIES_TOTAL_1";"141,02533213196179";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_4";"219,06964352607184";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_2";"138,19782173662264";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_3";"153,39596157688862";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_1";"180,65113865511299";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"8";"COMMODITIES_TOTAL_1";"174,25962846857291";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_4";"101,38076676938451";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_2";"105,48586870829364";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_3";"120,12023673963978";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"8";"COMMODITIES_CO_GRUPO_1";"150,78719658039753";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"8";"COMMODITIES_TOTAL_1";"112,76450454353150";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_4";"127,34443058960332";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_2";"74,65808189233908";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_3";"216,01406753390441";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"8";"COMMODITIES_CO_GRUPO_1";"140,49484183684530";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"8";"COMMODITIES_TOTAL_1";"150,42248464501841";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_4";"112,26894932168771";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_2";"124,77526723476299";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_3";"161,92723638997427";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_1";"134,49769817524307";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"7";"COMMODITIES_TOTAL_1";"132,65695514676571";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_4";"185,21306907144719";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_2";"121,70635895339439";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_3";"163,83040985905635";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_1";"198,53723353405110";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"7";"COMMODITIES_TOTAL_1";"180,24947246004578";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_4";"120,43507070214223";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_2";"127,04816154554473";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_3";"174,60670874526201";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_1";"132,95281716558594";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"7";"COMMODITIES_TOTAL_1";"140,00658049440318";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_4";"187,18692047091761";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_2";"124,99254621889375";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_3";"153,94351169133026";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_1";"203,70909931776731";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"7";"COMMODITIES_TOTAL_1";"178,71013775308367";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_4";"105,92127978235158";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_2";"104,83701211389536";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_3";"120,73089845442804";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"7";"COMMODITIES_CO_GRUPO_1";"152,03321179109696";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"7";"COMMODITIES_TOTAL_1";"115,17391490889408";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_4";"185,63997364455940";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_2";"78,41104096026802";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_3";"208,63262408711174";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"7";"COMMODITIES_CO_GRUPO_1";"151,51860978919325";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"7";"COMMODITIES_TOTAL_1";"183,12310870816520";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_4";"115,54223747126102";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_2";"129,45306922505267";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_3";"157,73384601417911";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_1";"130,28943078389651";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"6";"COMMODITIES_TOTAL_1";"131,18722314761632";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_4";"136,98685626871477";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_2";"126,67473642108571";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_3";"139,51267326857393";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_1";"180,50869880495014";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"6";"COMMODITIES_TOTAL_1";"154,25666958718654";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_4";"124,70914099192754";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_2";"132,18654956546098";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_3";"166,46214532220148";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_1";"128,42380294997616";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"6";"COMMODITIES_TOTAL_1";"137,04678031844682";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_4";"167,87974655230315";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_2";"131,44145901980929";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_3";"135,01177483104024";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_1";"186,44334370472740";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"6";"COMMODITIES_TOTAL_1";"163,05586291460355";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_4";"109,92286194246961";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_2";"101,63947440133390";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_3";"122,97488996799669";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"6";"COMMODITIES_CO_GRUPO_1";"154,30292084919961";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"6";"COMMODITIES_TOTAL_1";"118,53584806906565";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_4";"111,72299255171048";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_2";"68,12793339918878";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_3";"176,44140875602000";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2019";"6";"COMMODITIES_CO_GRUPO_1";"125,45405361260120";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2019";"6";"COMMODITIES_TOTAL_1";"128,72074600979872";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2019";"5";"COMMODITIES_CO_GRUPO_4";"116,74291478545797";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2019";"5";"COMMODITIES_CO_GRUPO_2";"129,49036829254956";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2019";"5";"COMMODITIES_CO_GRUPO_3";"153,14660106295023";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2019";"5";"COMMODITIES_CO_GRUPO_1";"131,34824574909547";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2019";"5";"COMMODITIES_TOTAL_1";"130,79765292681230";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2019";"5";"COMMODITIES_CO_GRUPO_4";"185,08683198139116";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2019";"5";"COMMODITIES_CO_GRUPO_2";"158,86146061289222";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
